StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;LocationLatitude;LocationLongitude;Q_RelevantIDDuplicate;Q_RelevantIDDuplicateScore;Q_RelevantIDFraudScore;Sex;Age;Location_size;Income_year_family;Region;Selftrust_satisfied_proud_of_life;Justice_respect_for_everyone;New_ideas_creativity_originality;Caring_of_others;Show_personal_capabilities_admiration;Wellbeing_enjoying_life;Surprises_new_activities;Safe_environment_avoid_dangers;Being_rich_owning_expensive_stuff;Obeying_always_following_rules;Being_content_dont_ask_more;Trust_in_future_optimism;Listening_others_opinions;Being_free_to_choose_plans_activities;Loyal_with_friends_caring_near_people;Being_successful_impressionate_others;Having_fun_pleasure;Lokking_for_adventures_risk_exciting;Country_safe_from_threats_int_ext_stable_order;Command_on_others;Good_manners_dont_disturb;Religious;Not_alone_in_life;Nature_environment;Social_networks_phone;Social_network_computer;TV;Radio;Podcast;Newspaper_print;Newspaper_phone;Newspaper_computer;Magazines;Party_to_vote_important_features;Liberism;Sovranism;Conservatorism;Authoritarianism;Politics_interested;Importance_of_elections_italy;Importance_of_elections_europe;Voting_not_important;Importance_of_information;Politics_impacts_on_life;Political_orientation;Vote_italy_2013;Vote_europe_2014;Vote_italy_2018;Vote_italy_2019_intentionality;Vote_europe_2019_intentionality;Status;Location_grow_up;Study_title;Work;isNew;Q_TotalDuration;enc;gc;age
25/04/19 06:59;25/04/19 07:13;IP Address;188.217.77.137;100;821;TRUE;25/04/19 07:13;418.903.961.181.640.000;125.124.053.955.078.000;;;0;Femmina;65;Piu' di 1 milione persone;Da 20-39.999 euro;Lazio;5 - simile;6 - molto simile;6 - molto simile;3 - leggermente diversa;1 - molto diversa;4 - leggermente simile;6 - molto simile;5 - simile;1 - molto diversa;5 - simile;4 - leggermente simile;4 - leggermente simile;5 - simile;6 - molto simile;4 - leggermente simile;1 - molto diversa;3 - leggermente diversa;2 - diversa;6 - molto simile;1 - molto diversa;2 - diversa;1 - molto diversa;3 - leggermente diversa;5 - simile;1;1;4;3;1;3;1;5;3;Politica estera,Corruzione o scandali (anche se non coinvolgono direttamente i candidati alla tornata elettorale),Occupazione,Migrazione e confini,Supporto alle imprese italiane,Sicurezza e Difesa;-20;50;-20;31;7;7;2;1;7;5;Di Destra;Centro-Destra;Non ho votato;Lega;Lega;Fratelli d'Italia;Divorziata/o;Grande città (500.000+ abitanti);Laurea magistrale o equivalente;Sono in pensione;;821;0;1;65+
25/04/19 07:05;25/04/19 07:14;IP Address;2.42.2.172;100;539;TRUE;25/04/19 07:14;431.121.978.759.765.000;123.887.939.453.125;;2;0;Maschio;78;Tra 100-499.999 persone;Da 60-79.999 euro;Umbria;5 - simile;4 - leggermente simile;3 - leggermente diversa;5 - simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;5 - simile;2 - diversa;3 - leggermente diversa;4 - leggermente simile;4 - leggermente simile;5 - simile;5 - simile;5 - simile;3 - leggermente diversa;3 - leggermente diversa;2 - diversa;5 - simile;5 - simile;4 - leggermente simile;1 - molto diversa;5 - simile;4 - leggermente simile;3;2;5;2;1;5;2;2;3;Educazione e investimenti in ricerca,Occupazione,Salario e diritti dei lavoratori,Ambiente,Prezzi e costo della vita,Facce e proposte nuove, innovative;-30;-20;-40;21;5;7;5;1;5;7;Di Centro-Sinistra;Centro-Sinistra;Partito Democratico;Movimento 5 Stelle;Movimento 5 Stelle;Partito Democratico;Sposata/o o convivi;Piccola città;Diploma di scuola superiore o equivalente;Sono in pensione;;539;0;1;65+
25/04/19 07:06;25/04/19 07:17;IP Address;151.65.0.146;100;644;TRUE;25/04/19 07:17;455.355.987.548.828.000;102.147.064.208.984.000;TRUE;98;0;Maschio;76;Tra 100-499.999 persone;Fino a 20.000 euro;Lombardia;1 - molto diversa;4 - leggermente simile;5 - simile;6 - molto simile;3 - leggermente diversa;4 - leggermente simile;1 - molto diversa;6 - molto simile;5 - simile;4 - leggermente simile;3 - leggermente diversa;1 - molto diversa;2 - diversa;6 - molto simile;6 - molto simile;3 - leggermente diversa;1 - molto diversa;1 - molto diversa;4 - leggermente simile;1 - molto diversa;6 - molto simile;6 - molto simile;1 - molto diversa;4 - leggermente simile;1;5;5;3;1;3;1;3;2;Occupazione,Salario e diritti dei lavoratori,Ambiente,Salute,Migrazione e confini,Affidabilità e qualità dei candidati alla tornata elettorale;1;49;50;50;4;7;4;7;7;4;Di Centro-Destra;Centro-Destra;Lega Nord;Lega;Lega;Fratelli d'Italia;Divorziata/o;Piccola città;Diploma di scuola superiore o equivalente;Sono un/a libero/a professionista o un/a artista;;644;0;1;65+
25/04/19 07:15;25/04/19 07:20;IP Address;2.44.2.139;100;263;TRUE;25/04/19 07:20;45.470.703.125;918.890.380.859.375;;2;0;Femmina;22;Piu' di 1 milione persone;Da 40-59.999 euro;Lombardia;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;4 - leggermente simile;6 - molto simile;4 - leggermente simile;4 - leggermente simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;6 - molto simile;5 - simile;4 - leggermente simile;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;6 - molto simile;6 - molto simile;5;1;5;2;2;2;4;3;3;Occupazione,Salario e diritti dei lavoratori,Ambiente;19;-20;-17;-1;5;6;6;2;6;5;Di Destra;Centro-Destra;Lega Nord;Lega;Lega;Lega;Nubile/Celibe;Grande città (500.000+ abitanti);Diploma di scuola superiore o equivalente;Sono uno/a studente;;263;0;1;18-24
25/04/19 07:19;25/04/19 07:23;IP Address;37.117.179.181;100;195;TRUE;25/04/19 07:23;455.355.987.548.828.000;102.147.064.208.984.000;;;;Maschio;20;Tra 50-99.999 persone;Da 40-59.999 euro;Lombardia;5 - simile;6 - molto simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;3 - leggermente diversa;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;3 - leggermente diversa;5 - simile;5 - simile;4;4;4;3;4;4;4;4;4;Educazione e investimenti in ricerca,Politica estera,Diritti per le donne e le minoranze,Corruzione o scandali (anche se non coinvolgono direttamente i candidati alla tornata elettorale),Ambiente,Salute;42;-50;-44;-1;7;7;7;1;7;6;Di Centro;Altro;Non ho votato;Altro;Non ho ancora deciso chi votare;Non ho ancora deciso chi votare;Sposata/o o convivi;Piccola città;Diploma di scuola superiore o equivalente;Sono un/a libero/a professionista o un/a artista;;195;0;1;18-24
25/04/19 07:18;25/04/19 07:23;IP Address;93.51.30.160;100;319;TRUE;25/04/19 07:23;4.570.599.365.234.370;95.904.998.779.296.800;TRUE;;5;Maschio;72;Tra 10-49.999 persone;Da 40-59.999 euro;Lombardia;4 - leggermente simile;4 - leggermente simile;5 - simile;4 - leggermente simile;5 - simile;4 - leggermente simile;4 - leggermente simile;6 - molto simile;3 - leggermente diversa;6 - molto simile;5 - simile;5 - simile;4 - leggermente simile;6 - molto simile;5 - simile;3 - leggermente diversa;2 - diversa;4 - leggermente simile;6 - molto simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;5 - simile;5 - simile;1;3;3;2;1;1;1;4;2;Educazione e investimenti in ricerca,Politica estera,Occupazione,Ambiente,Pensioni e assistenza sociale,Sicurezza e Difesa;21;9;23;1;5;6;4;1;4;4;Di Destra;Centro-Destra;Lega Nord;Lega;Lega;Fratelli d'Italia;Sposata/o o convivi;Piccola città;Diploma di scuola superiore o equivalente;Sono in pensione;;319;0;1;65+
25/04/19 07:10;25/04/19 07:27;IP Address;79.40.33.150;100;1072;TRUE;25/04/19 07:27;450.724.945.068.359.000;76.876.983.642.578.100;;;;Maschio;78;Tra 10-49.999 persone;Da 20-39.999 euro;Piemonte;2 - diversa;6 - molto simile;3 - leggermente diversa;5 - simile;3 - leggermente diversa;3 - leggermente diversa;3 - leggermente diversa;6 - molto simile;3 - leggermente diversa;5 - simile;5 - simile;3 - leggermente diversa;5 - simile;3 - leggermente diversa;6 - molto simile;3 - leggermente diversa;3 - leggermente diversa;2 - diversa;5 - simile;2 - diversa;5 - simile;6 - molto simile;5 - simile;6 - molto simile;1;5;3;2;1;3;1;3;4;Politica estera,Diritti per le donne e le minoranze,Corruzione o scandali (anche se non coinvolgono direttamente i candidati alla tornata elettorale),Ambiente,Salute,Pensioni e assistenza sociale;-30;-50;22;11;5;6;7;7;7;5;Di Centro-Sinistra;Centro-Sinistra;Partito Democratico;Partito Democratico;Partito Democratico;#NAME?;Nubile/Celibe;Piccola città;Laurea triennale o equivalente;Sono in pensione;;1072;0;1;65+
25/04/19 07:24;25/04/19 07:29;IP Address;146.241.224.41;100;281;TRUE;25/04/19 07:29;45.766.998.291.015.600;933.929.443.359.375;;2;0;Maschio;19;Meno di 2.000 persone;Da 20-39.999 euro;Trentino Alto Adige;2 - diversa;4 - leggermente simile;4 - leggermente simile;5 - simile;5 - simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;6 - molto simile;5 - simile;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;2 - diversa;3 - leggermente diversa;1 - molto diversa;3 - leggermente diversa;4 - leggermente simile;4;1;4;1;2;2;3;1;2;Occupazione,Carisma ed energia del leader,Facce e proposte nuove, innovative;-5;-29;-21;-5;5;6;5;2;6;6;Di Centro-Sinistra;Non ho votato;Non ho votato;Partito Democratico;Partito Democratico;#NAME?;Nubile/Celibe;Piccola città;Diploma di scuola superiore o equivalente;Sono uno/a studente;;281;0;1;18-24
25/04/19 07:17;25/04/19 07:31;IP Address;2.36.120.99;100;809;TRUE;25/04/19 07:31;455.355.987.548.828.000;102.147.064.208.984.000;TRUE;98;0;Maschio;66;Tra 2.000-4999 persone;Da 20-39.999 euro;Lombardia;5 - simile;6 - molto simile;6 - molto simile;5 - simile;5 - simile;6 - molto simile;6 - molto simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;6 - molto simile;6 - molto simile;5 - simile;5 - simile;5 - simile;6 - molto simile;5 - simile;5 - simile;5 - simile;5 - simile;6 - molto simile;5;5;3;2;1;3;5;5;3;Educazione e investimenti in ricerca,Diritti per le donne e le minoranze,Occupazione,Salario e diritti dei lavoratori,Ambiente,Pensioni e assistenza sociale;-30;-34;-30;-30;6;7;7;7;7;7;Di Sinistra;Movimento 5 Stelle;L'altra Europa con Tsipras;Movimento 5 Stelle;Movimento 5 Stelle;Non ho ancora deciso chi votare;Sposata/o o convivi;Piccola città;Licenza media;Sono in pensione;;809;0;1;65+
25/04/19 07:18;25/04/19 07:34;IP Address;109.117.150.238;100;982;TRUE;25/04/19 07:34;39.230.499.267.578.100;911.920.166.015.625;;;;Femmina;21;Tra 5000-9999 persone;Da 20-39.999 euro;Sardegna;3 - leggermente diversa;5 - simile;5 - simile;5 - simile;4 - leggermente simile;6 - molto simile;6 - molto simile;4 - leggermente simile;2 - diversa;5 - simile;4 - leggermente simile;5 - simile;6 - molto simile;5 - simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;1 - molto diversa;5 - simile;6 - molto simile;5;3;5;2;1;2;2;2;2;Educazione e investimenti in ricerca,Occupazione,Salario e diritti dei lavoratori,Salute,Prezzi e costo della vita,Migrazione e confini;1;0;0;0;4;4;4;1;5;4;Apolitico;Non ho votato;Non ho votato;Movimento 5 Stelle;Non ho ancora deciso chi votare;Non ho ancora deciso chi votare;Nubile/Celibe;Piccola città;Diploma di scuola superiore o equivalente;Sto cercando un lavoro;;982;0;1;18-24
25/04/19 07:20;25/04/19 07:38;IP Address;151.45.54.199;100;1097;TRUE;25/04/19 07:38;4.046.209.716.796.870;172.462.005.615.234.000;;2;0;Maschio;68;Tra 100-499.999 persone;Da 20-39.999 euro;Puglia;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;5 - simile;5 - simile;5 - simile;4 - leggermente simile;5 - simile;5 - simile;5 - simile;5 - simile;6 - molto simile;5 - simile;4 - leggermente simile;5 - simile;4 - leggermente simile;5 - simile;3 - leggermente diversa;5 - simile;4 - leggermente simile;5 - simile;6 - molto simile;4;3;3;2;1;2;3;3;2;Educazione e investimenti in ricerca,Occupazione,Salario e diritti dei lavoratori,Salute,Prezzi e costo della vita,Affidabilità e qualità dei candidati alla tornata elettorale;-43;-29;-35;27;7;7;6;2;6;6;Di Sinistra;Centro-Sinistra;Partito Democratico;Movimento 5 Stelle;Partito Democratico;Movimento 5 Stelle;Sposata/o o convivi;Piccola città;Diploma di scuola superiore o equivalente;Sono in pensione;;1097;0;1;65+
25/04/19 07:29;25/04/19 07:38;IP Address;93.38.65.235;100;548;TRUE;25/04/19 07:38;444.048.004.150.390.000;894.439.697.265.625;;2;0;Maschio;66;Tra 50-99.999 persone;Da 40-59.999 euro;Liguria;2 - diversa;5 - simile;5 - simile;5 - simile;1 - molto diversa;5 - simile;3 - leggermente diversa;5 - simile;1 - molto diversa;5 - simile;4 - leggermente simile;5 - simile;4 - leggermente simile;5 - simile;5 - simile;1 - molto diversa;3 - leggermente diversa;2 - diversa;5 - simile;1 - molto diversa;5 - simile;3 - leggermente diversa;5 - simile;4 - leggermente simile;1;1;4;4;3;4;3;3;3;Politica estera,Pensioni e assistenza sociale,Prezzi e costo della vita,Migrazione e confini,Supporto alle imprese italiane,Sicurezza e Difesa;41;40;22;20;7;7;4;1;7;6;Di Destra;Centro-Destra;Lega Nord;Lega;Lega;Fratelli d'Italia;Sposata/o o convivi;Piccola città;Diploma di scuola superiore o equivalente;Sono in pensione;;548;0;1;65+
25/04/19 07:39;25/04/19 07:46;IP Address;5.90.192.130;100;415;TRUE;25/04/19 07:46;4.566.180.419.921.870;122.427.978.515.625;;2;0;Maschio;19;Tra 10-49.999 persone;Da 100-149.999 euro;Marche;5 - simile;5 - simile;4 - leggermente simile;5 - simile;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;3 - leggermente diversa;2 - diversa;5 - simile;5 - simile;5 - simile;5 - simile;3 - leggermente diversa;6 - molto simile;5 - simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;3 - leggermente diversa;4 - leggermente simile;5 - simile;5 - simile;4 - leggermente simile;4;1;3;1;1;2;2;1;1;Educazione e investimenti in ricerca,Corruzione o scandali (anche se non coinvolgono direttamente i candidati alla tornata elettorale),Salute,Carisma ed energia del leader,Migrazione e confini,Affidabilità e qualità dei candidati alla tornata elettorale;42;1;-26;16;4;6;6;1;5;5;Di Centro;Non ho votato;Non ho votato;Non ho votato;Non ho intenzione di votare;Non ho ancora deciso chi votare;Nubile/Celibe;Piccola città;Diploma di scuola superiore o equivalente;Sono uno/a studente;;415;0;1;18-24
25/04/19 07:58;25/04/19 08:07;IP Address;151.64.22.193;100;542;TRUE;25/04/19 08:07;45.470.703.125;918.890.380.859.375;;;;Femmina;25;Piu' di 1 milione persone;Da 60-79.999 euro;Lombardia;4 - leggermente simile;5 - simile;6 - molto simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;6 - molto simile;5 - simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;5 - simile;4 - leggermente simile;4 - leggermente simile;5 - simile;3 - leggermente diversa;5 - simile;3 - leggermente diversa;5 - simile;3 - leggermente diversa;5 - simile;2 - diversa;5 - simile;6 - molto simile;5;4;3;3;1;2;4;2;1;Educazione e investimenti in ricerca,Diritti per le donne e le minoranze,Salario e diritti dei lavoratori,Ambiente,Supporto alle imprese italiane,Affidabilità e qualità dei candidati alla tornata elettorale;20;-33;-30;14;3;3;4;4;3;1;Apolitico;Movimento 5 Stelle;Non ho votato;Non ho votato;Non ho ancora deciso chi votare;Non ho ancora deciso chi votare;Nubile/Celibe;Grande città (500.000+ abitanti);Laurea triennale o equivalente;Lavoro come dipendente;;542;0;1;25-34
25/04/19 08:03;25/04/19 08:08;IP Address;151.15.204.46;100;286;TRUE;25/04/19 08:08;4.370.849.609.375;10.403.594.970.703.100;;;;Femmina;21;Tra 100-499.999 persone;Da 20-39.999 euro;Toscana;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;5 - simile;4 - leggermente simile;3 - leggermente diversa;2 - diversa;5 - simile;6 - molto simile;6 - molto simile;6 - molto simile;6 - molto simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;6 - molto simile;3 - leggermente diversa;4 - leggermente simile;5 - simile;5 - simile;5 - simile;5;4;4;2;2;1;4;4;2;Politica estera,Occupazione,Salario e diritti dei lavoratori,Migrazione e confini,Affidabilità e qualità dei candidati alla tornata elettorale,Sicurezza e Difesa;29;-34;-19;35;7;5;6;1;7;7;Di Centro;Non ho votato;Non ho votato;Non ho votato;Partito Democratico;Non andrei a votare;Nubile/Celibe;Piccola città;Laurea triennale o equivalente;Sono uno/a studente;;286;0;1;18-24
25/04/19 08:03;25/04/19 08:08;IP Address;151.70.151.154;100;332;TRUE;25/04/19 08:08;4.085.260.009.765.620;1.426.849.365.234.370;;2;0;Maschio;20;Tra 50-99.999 persone;Da 20-39.999 euro;Campania;5 - simile;6 - molto simile;4 - leggermente simile;5 - simile;6 - molto simile;4 - leggermente simile;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;5 - simile;6 - molto simile;4 - leggermente simile;5 - simile;4 - leggermente simile;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;6 - molto simile;4 - leggermente simile;1 - molto diversa;3;2;4;2;2;2;3;4;2;Educazione e investimenti in ricerca,Salario e diritti dei lavoratori,Sicurezza e Difesa;1;2;8;-23;3;4;4;3;3;3;Di Destra;Movimento 5 Stelle;Non ho votato;Movimento 5 Stelle;Movimento 5 Stelle;Forza Italia;Nubile/Celibe;Piccola città;Diploma di scuola superiore o equivalente;Sto cercando un lavoro;;332;0;1;18-24
25/04/19 08:06;25/04/19 08:10;IP Address;95.232.235.158;100;215;TRUE;25/04/19 08:10;459.568.939.208.984.000;126.605.072.021.484.000;;2;0;Femmina;25;Tra 50-99.999 persone;Da 40-59.999 euro;Veneto;4 - leggermente simile;6 - molto simile;5 - simile;5 - simile;6 - molto simile;6 - molto simile;5 - simile;6 - molto simile;5 - simile;4 - leggermente simile;5 - simile;4 - leggermente simile;4 - leggermente simile;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;5 - simile;4 - leggermente simile;5 - simile;5 - simile;4 - leggermente simile;5 - simile;6 - molto simile;4;4;3;1;1;2;2;2;2;Corruzione o scandali (anche se non coinvolgono direttamente i candidati alla tornata elettorale),Occupazione,Ambiente,Prezzi e costo della vita;22;47;49;42;5;3;3;4;6;5;Di Estrema Destra;Centro-Destra;Lega Nord;Lega;Lega;Lega;Nubile/Celibe;Piccola città;Laurea triennale o equivalente;Sono uno/a studente;;215;0;1;25-34
25/04/19 08:03;25/04/19 08:10;IP Address;93.56.169.75;100;409;TRUE;25/04/19 08:10;45.649.993.896.484.300;920.550.537.109.375;;2;0;Maschio;73;Tra 2.000-4999 persone;Da 40-59.999 euro;Lombardia;5 - simile;6 - molto simile;5 - simile;5 - simile;3 - leggermente diversa;4 - leggermente simile;6 - molto simile;3 - leggermente diversa;2 - diversa;6 - molto simile;5 - simile;2 - diversa;6 - molto simile;6 - molto simile;6 - molto simile;2 - diversa;4 - leggermente simile;4 - leggermente simile;6 - molto simile;2 - diversa;5 - simile;1 - molto diversa;3 - leggermente diversa;4 - leggermente simile;1;1;5;2;1;1;1;5;1;Occupazione,Salute,Carisma ed energia del leader,Prezzi e costo della vita,Migrazione e confini,Sicurezza e Difesa;50;31;15;42;5;5;4;2;6;6;Di Centro-Destra;Centro-Destra;Forza Italia;Forza Italia;Forza Italia;Fratelli d'Italia;Vedova/o;Grande città (500.000+ abitanti);Laurea magistrale o equivalente;Sono in pensione;;409;0;1;65+
25/04/19 08:06;25/04/19 08:10;IP Address;185.178.10.2;100;285;TRUE;25/04/19 08:10;410.684.051.513.671.000;148.531.951.904.296.000;TRUE;100;0;Femmina;22;Tra 5000-9999 persone;Fino a 20.000 euro;Campania;5 - simile;5 - simile;5 - simile;4 - leggermente simile;6 - molto simile;4 - leggermente simile;5 - simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;5 - simile;4 - leggermente simile;5 - simile;3 - leggermente diversa;5 - simile;5 - simile;5 - simile;4 - leggermente simile;4;2;4;2;1;1;3;1;2;Occupazione,Salario e diritti dei lavoratori,Pensioni e assistenza sociale,Prezzi e costo della vita,Migrazione e confini;17;22;18;14;5;5;5;3;5;5;Di Destra;Non ho votato;Lega Nord;Lega;Lega;Fratelli d'Italia;Nubile/Celibe;Piccola città;Diploma di scuola superiore o equivalente;Lavoro come dipendente;;285;0;1;18-24
25/04/19 08:04;25/04/19 08:11;IP Address;95.246.80.14;100;420;TRUE;25/04/19 08:11;39.229.400.634.765.600;9.25;;2;0;Femmina;21;Meno di 2.000 persone;Fino a 20.000 euro;Sardegna;5 - simile;5 - simile;6 - molto simile;3 - leggermente diversa;6 - molto simile;6 - molto simile;3 - leggermente diversa;5 - simile;6 - molto simile;6 - molto simile;5 - simile;6 - molto simile;5 - simile;6 - molto simile;4 - leggermente simile;5 - simile;2 - diversa;6 - molto simile;4 - leggermente simile;6 - molto simile;6 - molto simile;1 - molto diversa;5 - simile;4 - leggermente simile;5;3;1;1;1;1;1;1;4;Occupazione,Salute,Prezzi e costo della vita;24;-14;19;3;4;5;3;4;4;3;Apolitico;Centro;Movimento 5 Stelle;Movimento 5 Stelle;Movimento 5 Stelle;Forza Italia;Nubile/Celibe;Area rurale;Diploma di scuola superiore o equivalente;Sono uno/a studente;;420;0;1;18-24
25/04/19 08:07;25/04/19 08:12;IP Address;176.207.48.1;100;294;TRUE;25/04/19 08:12;42.458.404.541.015.600;142.028.045.654.296.000;;;;Maschio;64;Tra 100-499.999 persone;Da 60-79.999 euro;Abruzzo;5 - simile;6 - molto simile;6 - molto simile;6 - molto simile;5 - simile;5 - simile;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;5 - simile;5 - simile;6 - molto simile;6 - molto simile;6 - molto simile;4 - leggermente simile;5 - simile;4 - leggermente simile;5 - simile;4 - leggermente simile;6 - molto simile;3 - leggermente diversa;5 - simile;6 - molto simile;1;1;4;3;1;2;2;5;2;Diritti per le donne e le minoranze,Ambiente,Pensioni e assistenza sociale,Affidabilità e qualità dei candidati alla tornata elettorale;-49;-49;-50;-49;7;7;7;1;7;7;Di Sinistra;Centro-Sinistra;L'altra Europa con Tsipras;Sinistra Ecologia e Libertà;Partito Democratico;La Sinistra;Sposata/o o convivi;Piccola città;Laurea magistrale o equivalente;Lavoro come dipendente;;294;0;1;50-64
25/04/19 08:06;25/04/19 08:12;IP Address;151.36.115.162;100;380;TRUE;25/04/19 08:12;455.355.987.548.828.000;102.147.064.208.984.000;;2;0;Femmina;20;Tra 2.000-4999 persone;Fino a 20.000 euro;Lombardia;2 - diversa;6 - molto simile;5 - simile;6 - molto simile;4 - leggermente simile;4 - leggermente simile;5 - simile;5 - simile;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;5 - simile;5 - simile;3 - leggermente diversa;5 - simile;5 - simile;4 - leggermente simile;5 - simile;4 - leggermente simile;5 - simile;3 - leggermente diversa;3 - leggermente diversa;6 - molto simile;5;1;3;1;1;1;1;1;1;Diritti per le donne e le minoranze,Pensioni e assistenza sociale,Facce e proposte nuove, innovative;9;-11;-9;0;3;7;7;1;6;5;Apolitico;Non ho votato;Non ho votato;Movimento 5 Stelle;Non ho ancora deciso chi votare;Non ho ancora deciso chi votare;Nubile/Celibe;Piccola città;Diploma di scuola superiore o equivalente;Sono uno/a studente;;380;0;1;18-24
25/04/19 08:03;25/04/19 08:12;IP Address;47.53.7.222;100;554;TRUE;25/04/19 08:12;455.818.939.208.984.000;92.682.952.880.859.300;;2;0;Femmina;20;Tra 10-49.999 persone;Fino a 20.000 euro;Lombardia;5 - simile;6 - molto simile;6 - molto simile;5 - simile;5 - simile;6 - molto simile;6 - molto simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;4 - leggermente simile;6 - molto simile;6 - molto simile;6 - molto simile;5 - simile;6 - molto simile;6 - molto simile;6 - molto simile;5 - simile;6 - molto simile;2 - diversa;2 - diversa;6 - molto simile;3 - leggermente diversa;5;1;5;1;1;1;1;1;3;Diritti per le donne e le minoranze,Occupazione,Salario e diritti dei lavoratori,Pensioni e assistenza sociale,Prezzi e costo della vita,Affidabilità e qualità dei candidati alla tornata elettorale;5;-4;-32;-22;1;4;4;1;4;3;Apolitico;Non ho votato;Non ho votato;Forza Italia;Non ho ancora deciso chi votare;Non ho ancora deciso chi votare;Nubile/Celibe;Piccola città;Diploma di scuola superiore o equivalente;Lavoro come dipendente;;554;0;1;18-24
25/04/19 08:04;25/04/19 08:12;IP Address;87.9.94.33;100;481;TRUE;25/04/19 08:12;455.355.987.548.828.000;102.147.064.208.984.000;TRUE;100;0;Femmina;66;Meno di 2.000 persone;Fino a 20.000 euro;Lombardia;5 - simile;5 - simile;5 - simile;5 - simile;4 - leggermente simile;5 - simile;5 - simile;6 - molto simile;3 - leggermente diversa;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;3 - leggermente diversa;5 - simile;3 - leggermente diversa;5 - simile;4 - leggermente simile;5 - simile;5 - simile;4;5;4;3;3;4;1;2;5;Salute,Pensioni e assistenza sociale,Prezzi e costo della vita;20;-9;-10;-10;2;3;3;7;7;7;Di Centro;Centro-Destra;Forza Italia;Lega;Non ho ancora deciso chi votare;Non ho ancora deciso chi votare;Vedova/o;Piccola città;Diploma di scuola superiore o equivalente;Sono in pensione;;481;0;1;65+
25/04/19 07:53;25/04/19 08:13;IP Address;151.48.66.66;100;1207;TRUE;25/04/19 08:13;45.467.193.603.515.600;8.918.701.171.875;TRUE;100;0;Maschio;71;Tra 2.000-4999 persone;Da 20-39.999 euro;Lombardia;4 - leggermente simile;6 - molto simile;5 - simile;5 - simile;4 - leggermente simile;6 - molto simile;5 - simile;5 - simile;5 - simile;5 - simile;6 - molto simile;4 - leggermente simile;5 - simile;5 - simile;5 - simile;5 - simile;4 - leggermente simile;5 - simile;5 - simile;4 - leggermente simile;4 - leggermente simile;4 - leggermente simile;5 - simile;5 - simile;1;4;3;3;1;2;2;3;1;Educazione e investimenti in ricerca,Corruzione o scandali (anche se non coinvolgono direttamente i candidati alla tornata elettorale),Occupazione;-27;-35;-25;-14;6;6;6;1;5;6;Di Sinistra;Centro-Sinistra;L'altra Europa con Tsipras;Altro;La Sinistra;La Sinistra;Vedova/o;Piccola città;Diploma di scuola superiore o equivalente;Sono in pensione;;1207;0;1;65+
